191,32.77480259532763,    -115.65548197588845,-43.884053147402845,t,32.77505804686686,   -115.6547951118713,-43.90940785464428,t,32.774479192157955,-115.6544994138308,-43.82945843680572,t,32.77422789635835, -115.65518123835528,-43.806338152122066,t,32.77440512756477,    -115.65497508661468,399.999830731661
365,32.77481853287873,    -115.65548825610193,-43.886151232661106,t,32.77509172781985,   -115.65481079220052,-43.91378278691969,t,32.774520450268895,-115.65449441810553,-43.83473606889755,t,32.77425181713227, -115.65516699470807,-43.8091539633656,t,32.77442561554971,    -115.65497557327822,399.999820090814
539,32.77483429906229,    -115.65549408191035,-43.888219753395575,t,32.775125037485,   -115.65482668421619,-43.91853976401564,t,32.77456187997982,-115.65448985632155,-43.84003970203038,t,32.77427610990251, -115.65515255973253,-43.81211012391767,t,32.77444610353458,    -115.65497605994163,399.9998091282559
641,32.7748499079148,    -115.65549944432583,-43.890272366432754,t,32.77515796639563,   -115.65484277235511,-43.92294723616137,t,32.77460346864861,-115.65448573723052,-43.845367803967456,t,32.774300781880996, -115.65513794928918,-43.81458537229978,t,32.774466591519406,    -115.654976546605,399.9997978413422
802,32.774865373480274,    -115.65550433521437,-43.89227683408758,t,32.77519050626541,   -115.65485904073627,-43.92663182276025,t,32.774645203620736,-115.65448206879773,-43.85071883314989,t,32.77432583874378, -115.6551231800332,-43.81814140832336,t,32.77448707950416,    -115.65497703326827,399.9997862296739
900,32.7748807098919,    -115.65550874735763,-43.89424190139898,t,32.775222651997495,   -115.65487547295886,-43.930819191542035,t,32.77468707220721,-115.65447885826003,-43.856091237143225,t,32.774351286803345, -115.65510826734287,-43.820818732929816,t,32.77450756748886,    -115.65497751993142,399.99977429457584
1055,32.774895931344325,    -115.65551267435478,-43.89618494441862,t,32.77525439633015,   -115.65489205300561,-43.93495708031459,t,32.77472906167633,-115.65447611216175,-43.861483446692425,t,32.774377130449395, -115.65509322777956,-43.82420038672846,t,32.77452805547347,    -115.6549780065945,399.9997620340129
1225,32.77491105205637,    -115.65551611058821,-43.898107654286484,t,32.77528573344367,   -115.65490876458041,-43.939044599813116,t,32.774771159252445,-115.65447383639892,-43.86689388215725,t,32.77440337428965, -115.65507807717707,-43.82762076514548,t,32.77454854345804,    -115.65497849325749,399.99974945264637
1317,32.774926086300795,    -115.65551905119028,-43.90001173784,t,32.77531665810285,   -115.65492559127146,-43.94308093160145,t,32.774813352116325,-115.65447203623202,-43.87232094912573,t,32.7744300222582, -115.65506283147079,-43.83065327144088,t,32.77456903144253,    -115.65497897992037,399.99973654489366
1491,32.774941048368916,    -115.65552149203914,-43.90189891404822,t,32.77534716562613,   -115.65494251655282,-43.947065338429795,t,32.77485562740008,-115.65447071632299,-43.87776304138891,t,32.77445707742739, -115.65504750679668,-43.833808186576505,t,32.77458951942697,    -115.6549794665832,399.99972331604863
1603,32.774962973295864,    -115.65552290270458,-43.904630879781635,t,32.77537669919024,   -115.65495118310646,-43.950854441486136,t,32.77489097510062,-115.65447055330654,-43.88232601869528,t,32.774485070559194, -115.65504031447666,-43.83734071505208,t,32.77461000741133,    -115.6549799532459,399.9997097623621
1677,32.7749848773596,    -115.65552419871997,-43.912306632350024,t,32.77540613522082,   -115.65495988276012,-43.954634028666106,t,32.77492635001587,-115.65447050272317,-43.88687355119936,t,32.77451315908155, -115.65503309738712,-43.84089477836378,t,32.77463049539565,    -115.65498043990853,399.99969588344896
1861,32.77500675503428,    -115.65552536686856,-43.91489674713125,t,32.77543547266314,   -115.65496861263618,-43.95840016759923,t,32.77496174998993,-115.65447056558277,-43.891398284185115,t,32.77454134372847, -115.65502585834065,-43.84446912546772,t,32.77465098337989,    -115.65498092657107,399.9996816831593
1945,32.77502861277651,    -115.65552641251402,-43.917481746034625,t,32.77546471056173,   -115.65497736994506,-43.96215270945116,t,32.77499717379658,-115.65447074146172,-43.89707993078496,t,32.774569625151464, -115.65501860004973,-43.848054183749305,t,32.774671471364066,    -115.6549814132335,399.999667157524
2151,32.77505045291615,    -115.65552733491778,-43.92006189363356,t,32.775493848025015,   -115.65498615195436,-43.96589151443054,t,32.775032617615004,-115.65447103406571,-43.90142304040686,t,32.77459800392205, -115.65501132515546,-43.85165004453763,t,32.77469195934819,    -115.65498189989584,399.99965230983844
2330,32.77507932179089,    -115.65552811568874,-43.92353803904171,t,32.77552276061597,   -115.65498657376797,-43.96946286303727,t,32.77506104583857,-115.65447162708496,-43.904903723332495,t,32.77462659351568, -115.65501225176737,-43.85535836582715,t,32.774712447332234,    -115.65498238655812,399.99963713768256
2502,32.77510818147753,    -115.65552889889763,-43.92714686168913,t,32.775551677189476,   -115.6549870067501,-43.973033269416014,t,32.77508948335328,-115.65447221783427,-43.908383936098886,t,32.77465517935155, -115.65501316720899,-43.85906449752228,t,32.774732935316216,    -115.65498287322028,399.9996216420143
2610,32.77513703248641,    -115.65552968437825,-43.930753001691485,t,32.77558059773928,   -115.65498745016139,-43.976602720523246,t,32.77511792953551,-115.65447280631611,-43.91186360016414,t,32.77468376143781, -115.65501407222074,-43.86276351084536,t,32.77475342330014,    -115.65498335988238,399.99960582192614
2782,32.77516587539269,    -115.65553047213143,-43.934356532003775,t,32.77560952226961,   -115.65498790333929,-43.980171201316985,t,32.77514638381995,-115.65447339253494,-43.915342647183884,t,32.7747123397852, -115.65501496746978,-43.866452015038426,t,32.774773911284,    -115.65498384654434,399.9995896765245
2865,32.77519471070338,    -115.65553126215035,-43.93795751979254,t,32.77563845077707,   -115.65498836566681,-43.9837387056558,t,32.775174845688944,-115.65447397649159,-43.91882100947357,t,32.77474091438946, -115.65501585356749,-43.87013834932622,t,32.7747943992678,    -115.65498433320626,399.999573211245
3026,32.77521648056636,    -115.65553208003037,-43.940676503562734,t,32.77566752277362,   -115.65499723643025,-43.98738770631679,t,32.77521036213002,-115.65447434700046,-43.92315315873474,t,32.7747693578124, -115.65500851679461,-43.87370109624685,t,32.77481488725153,    -115.65498481986803,399.99955641974435
3225,32.77523823941974,    -115.65553277182714,-43.94339239939002,t,32.7756964912699,   -115.65500612415748,-43.99112395595909,t,32.77524589406901,-115.65447483571076,-43.92748678676966,t,32.77479790074498, -115.6550011709936,-43.877265772636584,t,32.774835375235206,    -115.65498530652977,399.9995393049835
3303,32.775259989261976,    -115.65553333718114,-43.94610545091648,t,32.77572535545795,   -115.65501502648276,-43.994845815781524,t,32.775281439813774,-115.65447544314176,-43.93182169459023,t,32.774826543489404, -115.6549938183754,-43.880841490128624,t,32.77485586321882,    -115.65498579319139,399.99952186642605
3409,32.775281732079215,    -115.6555337757892,-43.948815908851394,t,32.77575411478133,   -115.65502394106188,-43.998553201976,t,32.775316997685536,-115.6544761697645,-43.936157678496805,t,32.77485528629335, -115.65498646110665,-43.88442829334924,t,32.77487635120235,    -115.6549862798529,399.99950410401715
3567,32.77531052312848,    -115.6555345801361,-43.952405009442344,t,32.77578307295371,   -115.65502445676108,-44.0021409550286,t,32.77534550326824,-115.65447672421708,-43.939631444982105,t,32.77488383318122, -115.65498730904328,-43.88809114200475,t,32.774896839185836,    -115.65498676651434,399.99948601668416
3672,32.77533930871807,    -115.65553538632624,-43.95599183618524,t,32.775812034760115,   -115.65502497895153,-44.005727644550745,t,32.7753740142993,-115.6544772768255,-43.943104268222854,t,32.77491237670119, -115.6549881504993,-43.89175189935163,t,32.77491732716925,    -115.65498725317569,399.9994676076722
3825,32.77536808914626,    -115.65553619437117,-43.95957642772992,t,32.77584100022603,   -115.65502550729005,-44.00931326648637,t,32.77540253048427,-115.65447782757555,-43.9465761100734,t,32.77494091683663, -115.65498898581517,-43.8954105716461,t,32.77493781515259,    -115.65498773983695,399.9994488751157
3927,32.775396864685284,    -115.65553700429176,-43.96315882149359,t,32.775869969361615,   -115.65502604144557,-44.01289781452891,t,32.775431051549255,-115.65447837644763,-43.950046939290154,t,32.77496945363839, -115.65498981533132,-43.9013245763619,t,32.774958303135875,    -115.65498822649809,399.9994298164207
4121,32.775425635595084,    -115.65553781610083,-43.966739048284325,t,32.77589894219019,   -115.65502658111984,-44.016481288591415,t,32.77545957723671,-115.65447892342904,-43.95351671934959,t,32.77499798701087, -115.65499063933187,-43.90485304013617,t,32.77497879111911,    -115.6549887131592,399.99941043503827
4278,32.77545440210738,    -115.65553862981186,-43.97031713503756,t,32.77592791871681,   -115.65502712602927,-44.020063679654264,t,32.775488107309144,-115.65447946850877,-43.95698542502607,t,32.775026516967124, -115.65499145810827,-43.90837943311156,t,32.77499927910227,    -115.65498919982019,399.9993907308676
4450,32.775483164454094,    -115.65553944543686,-43.97389311747455,t,32.77595689896495,   -115.65502767591315,-44.02364499046266,t,32.775516641543,-115.654480011671,-43.96045302607051,t,32.77505504349468, -115.65499227191822,-43.911903757712516,t,32.77501976708536,    -115.65498968648109,399.9993707021397
4619,32.77551192282678,    -115.65554026299036,-43.977467014941034,t,32.775985882937434,   -115.65502823052519,-44.02722521379376,t,32.775545179736746,-115.65448055290247,-43.96391949716085,t,32.77508356658778, -115.65499308100907,-43.915426013650375,t,32.775040255068404,    -115.65499017314188,399.9993503504402
4773,32.77554067742768,    -115.65554108248362,-43.98103885730546,t,32.776014870653825,   -115.65502878963852,-44.03080434564629,t,32.77557372169757,-115.65448109219788,-43.96738481252128,t,32.775112086241144, -115.65499388561248,-43.91894620560887,t,32.775060743051384,    -115.65499065980258,399.99932967327584
4924,32.77556942843963,    -115.65554190391921,-43.984608663207695,t,32.77604386212426,   -115.6550293530381,-44.0343823889306,t,32.77560226723659,-115.65448162954183,-43.97084895048239,t,32.77514060244202, -115.65499468593286,-43.92246433975726,t,32.77508123103427,    -115.65499114646322,399.99930867372655
5085,32.775598176023806,    -115.65554272731363,-43.98817645820367,t,32.77607285735387,   -115.65502992052681,-44.03795933403597,t,32.77563081619308,-115.6544821649318,-43.97431189305543,t,32.775169115192746, -115.65499548217979,-43.92598041231414,t,32.775101719017115,    -115.65499163312373,399.99928735004164
5254,32.775626920344386,    -115.65554355266453,-43.99174225997971,t,32.77610185635386,   -115.65503049191122,-44.041535182680946,t,32.7756593680109,-115.6544826987307,-43.97744984347412,t,32.775197624486225, -115.65499627453575,-43.92949443153855,t,32.775122206999896,    -115.6549921197842,399.9992657030139
5400,32.77565566179275,    -115.6555443802535,-43.99551922312168,t,32.77613085911021,   -115.65503106701658,-44.04509634957403,t,32.77568792342414,-115.65448323008822,-43.98099286607889,t,32.77522613031182, -115.65499706317907,-43.93300639872746,t,32.77514269498261,    -115.65499260644452,399.9992437324738
5572,32.77569150667875,    -115.6555455705245,-44.0000642674971,t,32.77616003292279,   -115.65502317871943,-44.04854606360298,t,32.77570937082572,-115.65448364958522,-43.983653283695745,t,32.775254468062634, -115.65500606420052,-43.936646772333724,t,32.775163182965265,    -115.65499309310476,399.99922143779804
5724,32.77572024611436,    -115.65554640225646,-44.003705081371784,t,32.7761890418798,   -115.65502375643435,-44.052117474894835,t,32.77573792807172,-115.65448418048014,-43.98719376219056,t,32.775282968376835, -115.65500684640669,-43.94018644281312,t,32.77518367094787,    -115.65499357976495,399.99919881977945
5875,32.77574186837036,    -115.65554687442209,-44.00644135526245,t,32.77621789023169,   -115.6550328130725,-44.05581133429718,t,32.77577360695667,-115.65448481226919,-43.99161439409825,t,32.775311627001884, -115.65499940844553,-43.943608582304634,t,32.77520415893037,    -115.65499406642503,399.99917587700196
6019,32.77577059851066,    -115.65554770976745,-44.01006287237555,t,32.77624690822596,   -115.65503340151257,-44.05938078115806,t,32.77580217348908,-115.65448533568288,-43.9951523322386,t,32.77534011894901, -115.65500018379679,-43.94714395904265,t,32.77522464691284,    -115.654994553085,399.9991526103774
6160,32.775799326155855,    -115.65554854711104,-44.01368003933959,t,32.77627593004181,   -115.6550339929388,-44.062949115975925,t,32.77583074251079,-115.65448585709662,-43.99868896475599,t,32.77536860742189, -115.65500095617485,-43.95067728388249,t,32.77524513489524,    -115.65499503974489,399.99912902187214
6323,32.77582805141473,    -115.65554938646062,-44.01729534497402,t,32.77630495568822,   -115.65503458723262,-44.06651633749033,t,32.775859313910416,-115.65448637650229,-44.0022242750594,t,32.77539709241057, -115.65500172569489,-43.954208559161636,t,32.77526562287757,    -115.65499552640472,399.9991051089791
6478,32.77585677438014,    -115.65555022781345,-44.02090879753785,t,32.776333985168236,   -115.65503518427145,-44.07008244378103,t,32.77588788759849,-115.65448689390277,-44.00575825312085,t,32.775425573920614, -115.65500249247967,-43.957737790549544,t,32.77528611085984,    -115.6549960130644,399.99908087082304
